date,currency_pair,open,high,low,close,adjusted_close,volume,source
2026-02-10,CNH/USD,0.144622780402,0.144833079875,0.144543135285,0.14466629825,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-11,CNH/USD,0.144721989059,0.144809799569,0.144527676327,0.144756765207,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-12,CNH/USD,0.144823641011,0.145121873349,0.144792187014,0.144967875119,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-13,CNH/USD,0.144998144024,0.145017278809,0.144704816645,0.144940349799,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-15,CNH/USD,0.14497460045,0.145005713225,0.144831611527,0.144847555191,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-16,CNH/USD,0.14500361059,0.145333416658,0.144830982244,0.145310186389,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-17,CNH/USD,0.145284430594,0.145328136399,0.14509639479,0.145283586296,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-18,CNH/USD,0.145280842396,0.145302374241,0.145054932303,0.145124821859,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-19,CNH/USD,0.145117240218,0.145161056192,0.144817768561,0.144969136071,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-20,CNH/USD,0.144946022101,0.145024639686,0.144796170431,0.145017068509,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-22,CNH/USD,0.14490065611,0.1451296661,0.144899816267,0.145124611247,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
